query_index,query,result,time,ram
75,"SELECT c.symbol, r.value AS fixed_asset_turnover FROM financialratios r JOIN company c ON r.company_id = c.id JOIN period p ON r.period_id = p.id WHERE p.year = 2021 AND c.symbol IN ('CPALL', 'AOT') AND r.type = 'FixedAssetTurnover';","{""symbol"": ""AOT"", ""fixed_asset_turnover"": 0.06}",0.001756000518798828,0.0
76,"SELECT p.year, SUM(f.total_revenue_quarter) AS total_revenue FROM financialmetrics f JOIN company c ON f.company_id = c.id JOIN period p ON f.period_id = p.id WHERE p.year BETWEEN 2019 AND 2021 AND c.symbol = 'ADVANC' GROUP BY p.year ORDER BY p.year;","{""year"": 2019, ""total_revenue"": 181740184.65}",0.001619410514831543,0.0
77,"SELECT p.year, f.total_assets FROM financialmetrics f JOIN company c ON f.company_id = c.id JOIN period p ON f.period_id = p.id WHERE p.year BETWEEN 2019 AND 2021 AND c.symbol = 'AOT' ORDER BY p.year;","{""year"": 2019, ""total_assets"": 181143997.77}",0.0015893220901489259,0.0
78,"SELECT p.year, SUM(f.net_profit_quarter) AS cumulative_net_profit FROM financialmetrics f JOIN company c ON f.company_id = c.id JOIN period p ON f.period_id = p.id WHERE p.year BETWEEN 2019 AND 2021 AND c.symbol = 'BBL' GROUP BY p.year ORDER BY p.year;","{""year"": 2019, ""cumulative_net_profit"": 35816094.0}",0.0015848398208618164,0.0
79,"SELECT p.quarter, f.eps_quarter FROM financialmetrics f JOIN company c ON f.company_id = c.id JOIN period p ON f.period_id = p.id WHERE p.year = 2019 AND c.symbol = 'BDMS' ORDER BY p.quarter;","{""quarter"": 1, ""eps_quarter"": 0.54}",0.0015831708908081055,0.0
80,"SELECT p.year, SUM(f.operating_cash_flow) AS operating_cash_flow FROM financialmetrics f JOIN company c ON f.company_id = c.id JOIN period p ON f.period_id = p.id WHERE p.year BETWEEN 2019 AND 2021 AND c.symbol = 'BGRIM' GROUP BY p.year ORDER BY p.year;","{""year"": 2019, ""operating_cash_flow"": 22881269.92}",0.002022194862365723,0.0
81,"SELECT p.quarter, f.eps_quarter FROM financialmetrics f JOIN company c ON f.company_id = c.id JOIN period p ON f.period_id = p.id WHERE p.year = 2019 AND c.symbol = 'BH' ORDER BY p.quarter;","{""quarter"": 1, ""eps_quarter"": 1.48}",0.0012461423873901367,0.0
82,"SELECT p.quarter, f.total_expenses_quarter FROM financialmetrics f JOIN company c ON f.company_id = c.id JOIN period p ON f.period_id = p.id WHERE p.year = 2019 AND c.symbol = 'BCP' ORDER BY p.quarter;","{""quarter"": 1, ""total_expenses_quarter"": 45080174.0}",0.0015752553939819337,0.0
83,"SELECT p.year, p.quarter, r.value AS total_asset_turnover FROM financialratios r JOIN company c ON r.company_id = c.id JOIN period p ON r.period_id = p.id WHERE c.symbol = 'BTS' AND r.type = 'TotalAssetTurnover' ORDER BY p.year, p.quarter;","{""year"": 2019, ""quarter"": 1, ""total_asset_turnover"": 0.39}",0.0015965700149536133,0.0
84,"SELECT p.year, SUM(f.net_profit_quarter) AS cumulative_net_profit FROM financialmetrics f JOIN company c ON f.company_id = c.id JOIN period p ON f.period_id = p.id WHERE p.year BETWEEN 2019 AND 2021 AND c.symbol = 'CPN' GROUP BY p.year ORDER BY p.year;","{""year"": 2019, ""cumulative_net_profit"": 11803754.95}",0.0015732288360595704,0.0
85,"SELECT p.year, SUM(f.total_revenue_quarter) AS total_revenue FROM financialmetrics f JOIN company c ON f.company_id = c.id JOIN period p ON f.period_id = p.id WHERE p.year BETWEEN 2019 AND 2021 AND c.symbol = 'EA' GROUP BY p.year ORDER BY p.year;","{""year"": 2019, ""total_revenue"": 14954540.56}",0.0,0.0
86,"SELECT p.quarter, r.value AS de_ratio FROM financialratios r JOIN company c ON r.company_id = c.id JOIN period p ON r.period_id = p.id WHERE c.symbol = 'ADVANC' AND r.type = 'DE' AND p.year = 2019 ORDER BY p.quarter;","{""quarter"": 1, ""de_ratio"": 4.23}",0.003190493583679199,0.0
87,"SELECT p.year, r.value AS ROE, f.net_profit_quarter FROM financialratios r JOIN financialmetrics f ON r.company_id = f.company_id AND r.period_id = f.period_id JOIN company c ON r.company_id = c.id JOIN period p ON r.period_id = p.id WHERE c.symbol = 'BDMS' AND r.type = 'ROE' ORDER BY p.year;","{""year"": 2019, ""ROE"": 20.43, ""net_profit_quarter"": 8438971.0}",0.002144598960876465,-0.01171875
88,"SELECT p.year, p.quarter, r.value AS total_asset_turnover, f.net_profit_quarter FROM financialratios r JOIN financialmetrics f ON r.company_id = f.company_id AND r.period_id = f.period_id JOIN company c ON r.company_id = c.id JOIN period p ON r.period_id = p.id WHERE c.symbol = 'BTS' AND r.type = 'TotalAssetTurnover' AND p.year = 2019 ORDER BY p.quarter;","{""year"": 2019, ""quarter"": 1, ""total_asset_turnover"": 0.39, ""net_profit_quarter"": 627223.14}",0.0016169309616088866,0.0
89,"SELECT p.year, r.value AS ROA FROM financialratios r JOIN company c ON r.company_id = c.id JOIN period p ON r.period_id = p.id WHERE c.symbol = 'BCP' AND r.type = 'ROA' AND p.year = 2019 ORDER BY p.year;","{""year"": 2019, ""ROA"": 3.59}",0.0016002416610717773,0.0
90,"SELECT p.year, p.quarter, m.value AS PE, r.value AS MarketCap FROM marketratios m JOIN marketratios r ON m.company_id = r.company_id AND m.period_id = r.period_id JOIN company c ON m.company_id = c.id JOIN period p ON m.period_id = p.id WHERE c.symbol = 'ADVANC' AND m.type = 'PE' AND r.type = 'MarketCap' AND p.year = 2019 ORDER BY p.quarter;",NULL,0.0015905380249023437,0.0
91,"SELECT p.year, r.value AS de_ratio FROM financialratios r JOIN company c ON r.company_id = c.id JOIN period p ON r.period_id = p.id WHERE c.symbol = 'AOT' AND r.type = 'DE' AND p.year BETWEEN 2019 AND 2021 ORDER BY p.year;","{""year"": 2019, ""de_ratio"": 0.26}",0.0026932477951049803,0.0
92,"SELECT p.year, p.quarter, r.value AS ROA FROM financialratios r JOIN company c ON r.company_id = c.id JOIN period p ON r.period_id = p.id WHERE c.symbol = 'BBL' AND r.type = 'ROA' AND p.year = 2019 ORDER BY p.quarter;","{""year"": 2019, ""quarter"": 1, ""ROA"": 2.66}",0.0013235092163085937,0.0
93,"SELECT p.year, r.value AS de_ratio FROM financialratios r JOIN company c ON r.company_id = c.id JOIN period p ON r.period_id = p.id WHERE c.symbol = 'CPF' AND r.type = 'DE' ORDER BY p.year;","{""year"": 2019, ""de_ratio"": 1.83}",0.0016017675399780274,0.0
94,"SELECT p.year, r.value AS ROE FROM financialratios r JOIN company c ON r.company_id = c.id JOIN period p ON r.period_id = p.id WHERE c.symbol = 'BDMS' AND r.type = 'ROE' AND p.year BETWEEN 2019 AND 2021 ORDER BY p.year;","{""year"": 2019, ""ROE"": 20.43}",0.0015877723693847657,0.0
95,"SELECT p.year, r.value AS ROE FROM financialratios r JOIN company c ON r.company_id = c.id JOIN period p ON r.period_id = p.id WHERE c.symbol = 'BTS' AND r.type = 'ROE' AND p.year = 2019 ORDER BY p.year;","{""year"": 2019, ""ROE"": 7.24}",0.0013755321502685546,0.0
96,"SELECT p.year, p.quarter, r.value AS fixed_asset_turnover, f.operating_cash_flow FROM financialratios r JOIN financialmetrics f ON r.company_id = f.company_id AND r.period_id = f.period_id JOIN company c ON r.company_id = c.id JOIN period p ON r.period_id = p.id WHERE c.symbol = 'BCP' AND r.type = 'FixedAssetTurnover' ORDER BY p.year, p.quarter;","{""year"": 2019, ""quarter"": 1, ""fixed_asset_turnover"": 3.77, ""operating_cash_flow"": 1917574.0}",0.004069805145263672,0.0
97,"SELECT p.year, m.value AS PE FROM marketratios m JOIN company c ON m.company_id = c.id JOIN period p ON m.period_id = p.id WHERE c.symbol = 'BTS' AND m.type = 'PE' ORDER BY p.year;","{""year"": 2023, ""PE"": 182.03}",0.004977893829345703,0.0
98,"SELECT p.year, r.value AS ROE FROM financialratios r JOIN company c ON r.company_id = c.id JOIN period p ON r.period_id = p.id WHERE c.symbol = 'AOT' AND r.type = 'ROE' ORDER BY p.year;","{""year"": 2019, ""ROE"": 18.68}",0.002404642105102539,0.0
99,"SELECT p.year, r.value AS de_ratio FROM financialratios r JOIN company c ON r.company_id = c.id JOIN period p ON r.period_id = p.id WHERE c.symbol = 'BEM' AND r.type = 'DE' ORDER BY p.year;","{""year"": 2019, ""de_ratio"": 1.91}",0.001148056983947754,0.0
100,"SELECT p.year, r.value AS ROA FROM financialratios r JOIN company c ON r.company_id = c.id JOIN period p ON r.period_id = p.id WHERE c.symbol = 'CPF' AND r.type = 'ROA' AND p.year = 2019 ORDER BY p.year;","{""year"": 2019, ""ROA"": 6.86}",0.0016021966934204102,0.0
