Sequence,Question,Response,Query (SQL),Query Generation Time (s),Database Fetch Time (s),Response Generation Time (s),Total Time (s),Error
19,บริษัท GLOBAL มีรายได้รวมในไตรมาสที่ 1 ปี 2019 เท่าไหร่,"บริษัท GLOBAL มีรายได้รวมในไตรมาสที่ 1 ปี 2019 เท่ากับ 7,700,765 บาท","MATCH (c:Company {symbol: 'GLOBAL'})-[:HAS_FINANCIAL_STATEMENT]->(fs:FinancialStatement {year: '2019', quarter: '1'})
MATCH (fs)-[:HAS_REVENUE]->(r:Revenue)
RETURN r.totalRevenueQuarter AS TotalRevenue",22.709991,0.00199103,46.775378,69.48736,
20,บริษัท GPSC มีอัตราผลตอบแทนต่อผู้ถือหุ้น (ROE) ในไตรมาสที่ 1 ปี 2019 คือเท่าไหร่,บริษัท GPSC มีอัตราผลตอบแทนต่อผู้ถือหุ้น (ROE) ในไตรมาสที่ 1 ปี 2019 เท่ากับ 8.41%,"MATCH (c:Company {symbol: 'GPSC'})-[:HAS_FINANCIAL_STATEMENT]->(fs:FinancialStatement {year: '2019', quarter: '1'}) 
MATCH (fs)-[:HAS_RATIO]->(r:FinancialRatio {type: 'ROE'}) 
RETURN r.value AS ROE",25.653651,0.0,32.41031,58.063961,
21,บริษัท GULF มีหนี้สินรวมในไตรมาสที่ 1 ปี 2019 เท่าไหร่,"บริษัท GULF มีหนี้สินรวมในไตรมาสที่ 1 ปี 2019 เท่ากับ 83,528.295 บาท","MATCH (c:Company {symbol: 'GULF'})-[:HAS_FINANCIAL_STATEMENT]->(fs:FinancialStatement {year: '2019', quarter: '1'})
MATCH (fs)-[:HAS_LIABILITIES]->(l:Liabilities)
RETURN l.totalLiabilities AS totalLiabilities",22.596318,0.00300336,32.631926,55.231247,
22,บริษัท HMPRO มีค่าใช้จ่ายรวมในไตรมาสที่ 1 ปี 2019 เท่าไหร่,"ค่าใช้จ่ายรวมในไตรมาสที่ 1 ปี 2019 ของบริษัท HMPRO เท่ากับ 14,695,125 บาท","MATCH (c:Company {symbol: 'HMPRO'})-[:HAS_FINANCIAL_STATEMENT]->(fs:FinancialStatement {year: '2019', quarter: '1'})
MATCH (fs)-[:HAS_EXPENSES]->(e:Expenses)
RETURN e.totalExpensesQuarter AS TotalExpensesQuarter",23.510102,0.00254369,57.046161,80.558807,
23,บริษัท INTUCH มีอัตรากำไรสุทธิ (Net Profit Margin) ในไตรมาสที่ 1 ปี 2019 คือเท่าไหร่,บริษัท INTUCH มีอัตรากำไรสุทธิ (Net Profit Margin) ในไตรมาสที่ 1 ปี 2019 คือ 6.01%,"MATCH (c:Company {symbol: 'INTUCH'})-[:HAS_FINANCIAL_STATEMENT]->(fs:FinancialStatement {year: '2019', quarter: '1'})
MATCH (fs)-[:HAS_RATIO]->(r:FinancialRatio {type: 'Net Profit Margin'})
RETURN r.value AS NetProfitMargin",26.409627,0.00193548,33.311167,59.72273,
24,กำไรสุทธิของบริษัท IVL ในไตรมาสที่ 1 ปี 2019 คือเท่าไหร่,"กำไรสุทธิของบริษัท IVL ในไตรมาสที่ 1 ปี 2019 คือ 5,120,828 บาท","MATCH (c:Company {symbol: 'IVL'})-[:HAS_FINANCIAL_STATEMENT]->(fs:FinancialStatement {year: '2019', quarter: '1'})
MATCH (fs)-[:HAS_REVENUE]->(r:Revenue)
MATCH (fs)-[:HAS_EXPENSES]->(e:Expenses)
RETURN r.totalRevenueQuarter - e.totalExpensesQuarter AS NetIncome",22.607746,0.002527,34.022792,56.633064,
25,บริษัท KBANK มีสินทรัพย์รวมในไตรมาสที่ 1 ปี 2019 เท่าไหร่,"บริษัท KBANK มีสินทรัพย์รวมในไตรมาสที่ 1 ปี 2019 เท่ากับ 3,150,640,953 บาท","MATCH (c:Company {symbol: 'KBANK'})-[:HAS_FINANCIAL_STATEMENT]->(fs:FinancialStatement {year: '2019', quarter: '1'})
MATCH (fs)-[:HAS_ASSETS]->(a:Assets)
RETURN a.totalAssets AS TotalAssets",21.513723,0.00254226,33.255346,54.771611,
26,ราคาปิดของหุ้น AWC ในวันที่ 1 กันยายน 2023 คือเท่าไหร่,ราคาปิดของหุ้น AWC ในวันที่ 1 กันยายน 2023 คือ 4.26 บาท,"MATCH (md:MarketData{date: ""2023-09-01""})-[:HAS_PRICE]->(p:Price{symbol: ""AWC""})
RETURN p.close AS closingPrice",22.648868,0.00217247,32.544917,55.195958,
27,มูลค่าตลาด (Market Cap) ของหุ้น AOT ในวันที่ 1 กันยายน 2023 คือเท่าไหร่,"มูลค่าตลาด (Market Cap) ของหุ้น AOT ในวันที่ 1 กันยายน 2023 คือ 1,039,284,675,000 บาท","MATCH (md:MarketData{date: ""2023-09-01""})-[:HAS_MARKET_RATIO]->(mr:MarketRatio{symbol: ""AOT"", type: ""Market_Cap""})
RETURN mr.value AS MarketCap",23.301764,0.0024929,31.592123,54.896379,
28,อัตราส่วนราคาต่อกำไร (P/E) ของหุ้น BDMS ในวันที่ 1 กันยายน 2023 คือเท่าไหร่,อัตราส่วนราคาต่อกำไร (P/E) ของหุ้น BDMS ในวันที่ 1 กันยายน 2023 คือ 33.84,"MATCH (md:MarketData{date: ""2023-09-01""})-[:HAS_MARKET_RATIO]->(mr:MarketRatio{symbol: 'BDMS',type: 'PE'})
RETURN mr.value AS PE_Ratio",22.719631,0.0019989,32.266789,54.988419,
29,อัตราการจ่ายเงินปันผล (Dividend Yield) ของหุ้น BBL ในวันที่ 1 กันยายน 2023 คือเท่าไหร่,ขอโทษค่ะ ไม่พบข้อมูลอัตราการจ่ายเงินปันผล (Dividend Yield) ของหุ้น BBL ในวันที่ 1 กันยายน 2023 ในฐานข้อมูลของเรา หากต้องการทราบข้อมูลล่าสุด แนะนำให้คุณตรวจสอบจากแหล่งข้อมูลทางการเงินอื่นๆ เช่น เว็บไซต์ของตลาดหลักทรัพย์แห่งประเทศไทย หรือเว็บไซต์ของบริษัท BBL โดยตรง,"MATCH (mr:MarketRatio{symbol: 'BBL',type: ""Dividend Yield"",date: ""2023-09-01""}) RETURN mr.value as DividendYield",22.596637,0.009516,40.460494,63.066647,
30,ปริมาณการซื้อขายรวม (Total Volume) ของหุ้น BGRIM ในวันที่ 1 กันยายน 2023 คือเท่าไหร่,จากข้อมูลที่ได้รับไม่พบข้อมูลปริมาณการซื้อขายรวมของหุ้น BGRIM ในวันที่ 1 กันยายน 2023 หากต้องการทราบข้อมูลนี้ กรุณาเช็คจากแหล่งข้อมูลอื่นหรือสอบถามจากตลาดหลักทรัพย์ฯ,"MATCH (md:MarketData{date: ""2023-09-01""})-[:HAS_VOLUME]->(v:Volume{symbol: ""BGRIM""})
RETURN v.totalVolume AS TotalVolume",22.618393,0.00201726,33.343625,55.964036,
31,ราคาปิดของหุ้น BTS ในวันที่ 1 กันยายน 2023 คือเท่าไหร่,ราคาปิดของหุ้น BTS ในวันที่ 1 กันยายน 2023 คือ 7.30 บาท,"MATCH (md:MarketData{date: ""2023-09-01""})-[:HAS_PRICE]->(p:Price{symbol: ""BTS""})
RETURN p.close AS closingPrice",22.437299,0.00150514,32.367778,54.806582,
32,มูลค่าตลาด (Market Cap) ของหุ้น CPALL ในวันที่ 1 กันยายน 2023 คือเท่าไหร่,"มูลค่าตลาด (Market Cap) ของหุ้น CPALL ในวันที่ 1 กันยายน 2023 คือ 586,147,362,957 บาท","MATCH (m:MarketRatio {symbol: 'CPALL', type: 'Market_Cap', date: '2023-09-01'}) RETURN m.value AS MarketCap",21.441801,0.01099181,33.62827,55.081063,
33,อัตราส่วนราคาต่อกำไร (P/E) ของหุ้น BEM ในวันที่ 1 กันยายน 2023 คือเท่าไหร่,อัตราส่วนราคาต่อกำไร (P/E) ของหุ้น BEM ในวันที่ 1 กันยายน 2023 คือ 42.68,"MATCH (md:MarketData{date: ""2023-09-01""})-[:HAS_MARKET_RATIO]->(mr:MarketRatio{symbol: 'BEM',type: 'PE'})
RETURN mr.value AS PE_Ratio",21.835484,0.00200987,32.41665,54.254143,
34,ราคาต่ำสุด (Low) ของหุ้น DELTA ในวันที่ 1 กันยายน 2023 คือเท่าไหร่,ราคาต่ำสุดของหุ้น DELTA ในวันที่ 1 กันยายน 2023 คือ 110.0 บาท,"MATCH (md:MarketData{date: ""2023-09-01""})-[:HAS_PRICE]->(p:Price{symbol: ""DELTA""})
RETURN p.low AS lowPrice",22.695897,0.00199127,32.311361,55.00925,
35,อัตราส่วนราคาต่อมูลค่าตามบัญชี (P/BV) ของหุ้น BCP ในวันที่ 1 กันยายน 2023 คือเท่าไหร่,อัตราส่วนราคาต่อมูลค่าตามบัญชี (P/BV) ของหุ้น BCP ในวันที่ 1 กันยายน 2023 คือ 0.83,"MATCH (md:MarketData{date: ""2023-09-01""})-[:HAS_MARKET_RATIO]->(mr:MarketRatio{symbol: 'BCP',type: ""PBV""})
RETURN mr.value AS P_BV",23.08254,0.00244546,32.257694,55.342679,
36,มูลค่าตลาด (Market Cap) ของหุ้น GPSC ในวันที่ 1 กันยายน 2023 คือเท่าไหร่,"มูลค่าตลาด (Market Cap) ของหุ้น GPSC ในวันที่ 1 กันยายน 2023 คือ 147,330,859,425.75 บาท","MATCH (md:MarketData{date: ""2023-09-01""})-[:HAS_MARKET_RATIO]->(mr:MarketRatio{symbol: ""GPSC"", type: ""Market_Cap""})
RETURN mr.value AS MarketCap",22.415848,0.00201702,33.483386,55.901251,
37,ราคาปิดของหุ้น TOP ในวันที่ 1 กันยายน 2023 คือเท่าไหร่,ข้อมูลราคาหุ้น TOP ในวันที่ 1 กันยายน 2023 ไม่พบในประวัติการสนทนา กรุณาให้ข้อมูลเพิ่มเติมหรือใช้เครื่องมือในการค้นหา,"MATCH (md:MarketData{date: ""2023-09-01""})-[:HAS_PRICE]->(p:Price{symbol: ""TOP""})
RETURN p.close AS closingPrice",22.453647,0.00248408,3.777668,26.233799,
38,ปริมาณการซื้อขายรวม (Total Volume) ของหุ้น LH ในวันที่ 1 กันยายน 2023 คือเท่าไหร่,"ปริมาณการซื้อขายรวม (Total Volume) ของหุ้น LH ในวันที่ 1 กันยายน 2023 ไม่พบข้อมูลตามที่สอบถาม (The total trading volume of LH stock on September 1, 2023 is not found according to the query).","MATCH (md:MarketData{date: ""2023-09-01""})-[:HAS_VOLUME]->(v:Volume{symbol: ""LH""}) RETURN v.totalVolume AS TotalVolume",22.901744,0.00257158,32.380244,55.28456,
39,อัตราส่วนราคาต่อมูลค่าตามบัญชี (P/BV) ของหุ้น KTC ในวันที่ 1 กันยายน 2023 คือเท่าไหร่,อัตราส่วนราคาต่อมูลค่าตามบัญชี (P/BV) ของหุ้น KTC ในวันที่ 1 กันยายน 2023 คือ 3.88,"MATCH (md:MarketData{date: ""2023-09-01""})-[:HAS_MARKET_RATIO]->(mr:MarketRatio{symbol: ""KTC"", type: ""PBV""})
RETURN mr.value AS P_BV",22.435448,0.00200486,66.577832,89.015285,
40,อัตราส่วนราคาต่อกำไร (P/E) ของหุ้น PTTEP ในวันที่ 1 กันยายน 2023 คือเท่าไหร่,อัตราส่วนราคาต่อกำไร (P/E) ของหุ้น PTTEP ในวันที่ 1 กันยายน 2023 คือ 8.05,"MATCH (m:MarketRatio{symbol: 'PTTEP',type: ""PE"",date: ""2023-09-01""})
RETURN m.value AS PE_Ratio",23.45775,0.01077747,32.522096,55.990624,
41,อัตราการจ่ายเงินปันผล (Dividend Yield) ของหุ้น SCC ในวันที่ 1 กันยายน 2023 คือเท่าไหร่,"อัตราการจ่ายเงินปันผล (Dividend Yield) ของหุ้น SCC ในวันที่ 1 กันยายน 2023 คือ ไม่พบข้อมูล เนื่องจากผลลัพธ์ของการค้นหาข้อมูลไม่พบข้อมูลที่相關 (The dividend yield of SCC shares on September 1, 2023 is not found, as the search result does not contain relevant data.)","MATCH (mr:MarketRatio{symbol: 'SCC',type: ""Dividend Yield"",date: ""2023-09-01""})
RETURN mr.value as DividendYield",22.388697,0.00718784,33.078325,55.47421,
42,มูลค่าตลาด (Market Cap) ของหุ้น GULF ในวันที่ 1 กันยายน 2023 คือเท่าไหร่,"มูลค่าตลาด (Market Cap) ของหุ้น GULF ในวันที่ 1 กันยายน 2023 คือ 560,257,912,404.5 บาท","MATCH (md:MarketData{date: ""2023-09-01""})-[:HAS_MARKET_RATIO]->(mr:MarketRatio{symbol: 'GULF',type: 'Market_Cap'})
RETURN mr.value AS MarketCap",22.600116,0.00299215,33.609356,56.212464,
43,ราคาปิดของหุ้น CENTEL ในวันที่ 1 กันยายน 2023 คือเท่าไหร่,ราคาปิดของหุ้น CENTEL ในวันที่ 1 กันยายน 2023 คือ 47.00 บาท,"MATCH (md:MarketData{date: ""2023-09-01""})-[:HAS_PRICE]->(p:Price{symbol: ""CENTEL""})
RETURN p.close AS closingPrice",22.548831,0.00193477,32.42837,54.979136,
44,ราคาสูงสุด (High) ของหุ้น IVL ในวันที่ 1 กันยายน 2023 คือเท่าไหร่,ราคาสูงสุด (High) ของหุ้น IVL ในวันที่ 1 กันยายน 2023 คือ 29 บาท,"MATCH (md:MarketData{date: ""2023-09-01""})-[:HAS_PRICE]->(p:Price{symbol: ""IVL""})
RETURN p.high AS highestPrice",21.623935,0.00101328,32.808514,54.433463,
45,อัตราส่วนราคาต่อมูลค่าตามบัญชี (P/BV) ของหุ้น TIDLOR ในวันที่ 1 กันยายน 2023 คือเท่าไหร่,ขอโทษค่ะ ไม่พบข้อมูลอัตราส่วนราคาต่อมูลค่าตามบัญชี (P/BV) ของหุ้น TIDLOR ในวันที่ 1 กันยายน 2023 ในฐานข้อมูลของเรา,"MATCH (md:MarketData{date: ""2023-09-01""})-[:HAS_MARKET_RATIO]->(mr:MarketRatio{symbol: 'TIDLOR', type: 'PBV'})
RETURN mr.value AS P_BV",22.446023,0.00199223,32.13092,54.578936,
46,ราคาปิดของหุ้น ADVANC ในวันที่ 1 กันยายน 2023 คือเท่าไหร่,ราคาปิดของหุ้น ADVANC ในวันที่ 1 กันยายน 2023 คือ 215.0 บาท,"MATCH (md:MarketData{date: ""2023-09-01""})-[:HAS_PRICE]->(p:Price{symbol: ""ADVANC""})
RETURN p.close AS closingPrice",22.351581,0.00200558,33.262028,55.615614,
47,มูลค่าตลาด (Market Cap) ของหุ้น CBG ในวันที่ 1 กันยายน 2023 คือเท่าไหร่,"มูลค่าตลาด (Market Cap) ของหุ้น CBG ในวันที่ 1 กันยายน 2023 คือ 85,750,000,000 บาท","MATCH (md:MarketData{date: ""2023-09-01""})-[:HAS_MARKET_RATIO]->(mr:MarketRatio{symbol: ""CBG"", type: ""Market_Cap""})
RETURN mr.value AS MarketCap",21.77295,0.0016613,32.679979,54.45459,
48,ปริมาณการซื้อขายรวม (Total Volume) ของหุ้น AOT ในวันที่ 1 กันยายน 2023 คือเท่าไหร่,ข้อมูลปริมาณการซื้อขายรวมของหุ้น AOT ในวันที่ 1 กันยายน 2023 ไม่พบในระบบ (The total volume data of AOT stock on 1 September 2023 is not found in the system).,"MATCH (md:MarketData{date: ""2023-09-01""})-[:HAS_VOLUME]->(v:Volume{symbol: ""AOT""})
RETURN v.totalVolume AS TotalVolume",22.410207,0.0022943,32.21652,54.629022,
49,อัตราส่วนราคาต่อกำไร (P/E) ของหุ้น CRC ในวันที่ 1 กันยายน 2023 คือเท่าไหร่,อัตราส่วนราคาต่อกำไร (P/E) ของหุ้น CRC ในวันที่ 1 กันยายน 2023 คือ 29.9,"MATCH (md:MarketData{date: ""2023-09-01""})-[:HAS_MARKET_RATIO]->(mr:MarketRatio{symbol: 'CRC',type: ""PE""})
RETURN mr.value AS PE_Ratio",22.391057,0.00200057,32.233294,54.626353,
50,ราคาปิดของหุ้น PTT ในวันที่ 1 กันยายน 2023 คือเท่าไหร่,ข้อมูลราคาหุ้นยังไม่ถูกให้ไว้ในบทสนทนา ดังนั้นผมไม่สามารถตอบคำถามนี้ได้,"MATCH (md:MarketData{date: ""2023-09-01""})-[:HAS_PRICE]->(p:Price{symbol: ""PTT""}) RETURN p.close AS closingPrice",21.357377,0.00151515,4.694719,26.053611,
